时间标识,帧ID,数据
2026-05-05 15:23:08.176.585,18f186a0,02 01 01 01 01 00 36 34
2026-05-05 15:23:08.673.768,18f181a0,00 04 00 29 50 18 00 00
2026-05-05 15:23:08.674.336,18f182a0,9c 00 81 00 9d 00 7b 00
2026-05-05 15:23:08.674.897,18f183a0,e9 0a 03 00 2d 06 f8 01
2026-05-05 15:23:08.675.461,18f184a0,f9 00 34 00 32 00 3b 00
2026-05-05 15:23:08.676.022,18f185a0,f7 16 00 00 4f 8e 00 00
2026-05-05 15:23:08.676.583,18f186a0,02 01 01 01 01 00 36 34
2026-05-05 15:23:09.173.756,18f181a0,00 04 00 29 50 18 00 00
2026-05-05 15:23:09.174.324,18f182a0,9c 00 82 00 9d 00 7b 00
2026-05-05 15:23:09.174.881,18f183a0,ed 0a 03 00 29 06 f8 01
2026-05-05 15:23:09.175.441,18f184a0,f9 00 34 00 32 00 3b 00
2026-05-05 15:23:09.176.002,18f185a0,f7 16 00 00 4f 8e 00 00
2026-05-05 15:23:09.176.563,18f186a0,02 01 01 01 01 00 35 35
2026-05-05 15:23:09.673.745,18f181a0,00 04 00 29 50 18 00 00
2026-05-05 15:23:09.674.314,18f182a0,9c 00 84 00 9d 00 7b 00
2026-05-05 15:23:09.674.875,18f183a0,ed 0a 03 00 28 06 fc 01
2026-05-05 15:23:09.675.431,18f184a0,f9 00 34 00 32 00 3b 00
2026-05-05 15:23:09.675.992,18f185a0,f7 16 00 00 50 8e 00 00
2026-05-05 15:23:09.676.549,18f186a0,02 01 01 01 01 00 35 34
2026-05-05 15:23:10.173.738,18f181a0,00 04 00 29 50 18 00 00
2026-05-05 15:23:10.174.307,18f182a0,9c 00 85 00 9d 00 7c 00
2026-05-05 15:23:10.174.871,18f183a0,f8 0a 03 00 29 06 fc 01
2026-05-05 15:23:10.175.436,18f184a0,fa 00 34 00 32 00 3b 00
2026-05-05 15:23:10.176.001,18f185a0,f7 16 00 00 50 8e 00 00
2026-05-05 15:23:10.176.557,18f186a0,02 01 01 01 01 00 35 35
2026-05-05 15:23:10.673.729,18f181a0,00 04 00 29 50 18 00 00
2026-05-05 15:23:10.674.298,18f182a0,9b 00 84 00 9d 00 7c 00
2026-05-05 15:23:10.674.863,18f183a0,f8 0a 03 00 2b 06 f8 01
2026-05-05 15:23:10.675.431,18f184a0,fa 00 34 00 32 00 3b 00
2026-05-05 15:23:10.675.996,18f185a0,f7 16 00 00 51 8e 00 00
2026-05-05 15:23:10.676.553,18f186a0,02 01 01 01 01 00 36 36
2026-05-05 15:23:11.173.718,18f181a0,00 04 00 29 50 18 00 00
2026-05-05 15:23:11.174.286,18f182a0,9b 00 84 00 9d 00 7c 00
2026-05-05 15:23:11.174.851,18f183a0,f2 0a 03 00 2a 06 f8 01
2026-05-05 15:23:11.175.415,18f184a0,fa 00 34 00 32 00 3b 00
2026-05-05 15:23:11.175.980,18f185a0,f8 16 00 00 51 8e 00 00
2026-05-05 15:23:11.176.541,18f186a0,02 01 01 01 01 00 35 36
2026-05-05 15:23:11.673.707,18f181a0,00 04 00 29 50 18 00 00
2026-05-05 15:23:11.674.275,18f182a0,9b 00 80 00 9d 00 7c 00
2026-05-05 15:23:11.674.840,18f183a0,f2 0a 03 00 2e 06 fc 01
2026-05-05 15:23:11.675.401,18f184a0,fa 00 34 00 32 00 3b 00
2026-05-05 15:23:11.675.965,18f185a0,f8 16 00 00 52 8e 00 00
2026-05-05 15:23:11.676.526,18f186a0,02 01 01 01 01 00 35 36
2026-05-05 15:23:12.173.697,18f181a0,00 04 00 29 50 18 00 00
2026-05-05 15:23:12.174.265,18f182a0,9b 00 82 00 9c 00 7b 00
2026-05-05 15:23:12.174.826,18f183a0,04 0b 04 00 2d 06 f8 01
2026-05-05 15:23:12.175.394,18f184a0,fa 00 34 00 32 00 3b 00
2026-05-05 15:23:12.175.959,18f185a0,f8 16 00 00 52 8e 00 00
2026-05-05 15:23:12.176.520,18f186a0,02 01 01 01 01 00 37 34
2026-05-05 15:23:12.673.690,18f181a0,00 04 00 29 50 18 00 00
2026-05-05 15:23:12.674.258,18f182a0,9b 00 84 00 9c 00 7c 00
2026-05-05 15:23:12.674.823,18f183a0,04 0b 03 00 29 06 f8 01
2026-05-05 15:23:12.675.395,18f184a0,fa 00 34 00 32 00 3c 00
2026-05-05 15:23:12.675.964,18f185a0,f8 16 00 00 53 8e 00 00
2026-05-05 15:23:12.676.529,18f186a0,02 01 01 01 01 00 36 35
2026-05-05 15:23:13.173.680,18f181a0,00 04 00 29 50 19 00 00
2026-05-05 15:23:13.174.249,18f182a0,9b 00 89 00 9c 00 7c 00
2026-05-05 15:23:13.174.813,18f183a0,08 0b 04 00 22 06 f8 01
2026-05-05 15:23:13.175.382,18f184a0,fb 00 34 00 32 00 3c 00
2026-05-05 15:23:13.175.947,18f185a0,f8 16 00 00 53 8e 00 00
2026-05-05 15:23:13.176.511,18f186a0,02 01 01 01 01 00 35 36
2026-05-05 15:23:13.673.668,18f181a0,00 04 00 29 50 19 00 00
2026-05-05 15:23:13.674.237,18f182a0,9b 00 8a 00 9c 00 7d 00
2026-05-05 15:23:13.674.793,18f183a0,08 0b 04 00 27 06 f8 01
2026-05-05 15:23:13.675.362,18f184a0,fb 00 34 00 32 00 3c 00
2026-05-05 15:23:13.675.926,18f185a0,f8 16 00 00 54 8e 00 00
2026-05-05 15:23:13.676.491,18f186a0,02 01 01 01 01 00 35 34
2026-05-05 15:23:14.173.658,18f181a0,00 04 00 29 50 18 00 00
2026-05-05 15:23:14.174.227,18f182a0,9b 00 88 00 9c 00 7c 00
2026-05-05 15:23:14.174.792,18f183a0,f0 0a 04 00 2d 06 f8 01
2026-05-05 15:23:14.175.357,18f184a0,fc 00 34 00 32 00 3c 00
2026-05-05 15:23:14.175.921,18f185a0,f8 16 00 00 54 8e 00 00
2026-05-05 15:23:14.176.486,18f186a0,02 01 01 01 01 00 34 35
2026-05-05 15:23:14.673.651,18f181a0,00 04 00 29 50 18 00 00
2026-05-05 15:23:14.674.220,18f182a0,9b 00 87 00 9c 00 7c 00
2026-05-05 15:23:14.674.780,18f183a0,f0 0a 04 00 2d 06 f8 01
2026-05-05 15:23:14.675.345,18f184a0,fc 00 34 00 32 00 3c 00
2026-05-05 15:23:14.675.910,18f185a0,fa 16 00 00 55 8e 00 00
2026-05-05 15:23:14.676.466,18f186a0,02 01 01 01 01 00 32 36
2026-05-05 15:23:15.173.640,18f181a0,00 04 00 29 50 18 00 00
2026-05-05 15:23:15.174.208,18f182a0,9b 00 88 00 9c 00 7c 00
2026-05-05 15:23:15.174.773,18f183a0,f0 0a 03 00 30 06 f8 01
2026-05-05 15:23:15.175.338,18f184a0,fc 00 34 00 32 00 3c 00
2026-05-05 15:23:15.175.902,18f185a0,fa 16 00 00 55 8e 00 00
2026-05-05 15:23:15.176.459,18f186a0,02 01 01 01 01 00 35 36
2026-05-05 15:23:15.673.634,18f181a0,00 04 00 29 50 18 00 00
2026-05-05 15:23:15.674.203,18f182a0,9b 00 88 00 9c 00 7b 00
2026-05-05 15:23:15.674.763,18f183a0,ff 0a 03 00 2b 06 f8 01
2026-05-05 15:23:15.675.328,18f184a0,fb 00 34 00 32 00 3c 00
2026-05-05 15:23:15.675.892,18f185a0,fa 16 00 00 56 8e 00 00
2026-05-05 15:23:15.676.449,18f186a0,02 01 01 01 01 00 33 36
2026-05-05 15:23:16.173.621,18f181a0,00 04 00 29 4f 18 00 00
2026-05-05 15:23:16.174.186,18f182a0,9b 00 8c 00 9c 00 7c 00
2026-05-05 15:23:16.174.750,18f183a0,ff 0a 03 00 29 06 f8 01
2026-05-05 15:23:16.175.315,18f184a0,fb 00 34 00 32 00 3c 00
2026-05-05 15:23:16.175.880,18f185a0,fa 16 00 00 56 8e 00 00
2026-05-05 15:23:16.176.436,18f186a0,02 01 01 01 01 00 35 36
2026-05-05 15:23:16.673.611,18f181a0,00 04 00 29 4f 18 00 00
2026-05-05 15:23:16.674.175,18f182a0,9b 00 8b 00 9c 00 7c 00
2026-05-05 15:23:16.674.740,18f183a0,f6 0a 03 00 29 06 f8 01
2026-05-05 15:23:16.675.304,18f184a0,fc 00 34 00 32 00 3c 00
2026-05-05 15:23:16.675.869,18f185a0,fa 16 00 00 57 8e 00 00
2026-05-05 15:23:16.676.430,18f186a0,02 01 01 01 01 00 38 34
2026-05-05 15:23:17.173.600,18f181a0,00 04 00 29 4e 18 00 00
2026-05-05 15:23:17.174.165,18f182a0,9b 00 8b 00 9c 00 7b 00
2026-05-05 15:23:17.174.722,18f183a0,f6 0a 03 00 2c 06 f8 01
2026-05-05 15:23:17.175.286,18f184a0,fc 00 34 00 32 00 3c 00
2026-05-05 15:23:17.175.851,18f185a0,fa 16 00 00 57 8e 00 00
2026-05-05 15:23:17.176.412,18f186a0,02 01 01 01 01 00 35 32
2026-05-05 15:23:17.673.593,18f181a0,00 04 00 29 4f 18 00 00
2026-05-05 15:23:17.674.158,18f182a0,9a 00 8b 00 9c 00 7b 00
2026-05-05 15:23:17.674.714,18f183a0,dd 0a 03 00 28 06 fc 01
2026-05-05 15:23:17.675.271,18f184a0,fb 00 34 00 32 00 3c 00
2026-05-05 15:23:17.675.836,18f185a0,fa 16 00 00 58 8e 00 00
2026-05-05 15:23:17.676.396,18f186a0,02 01 01 01 01 00 34 35
2026-05-05 15:23:18.173.581,18f181a0,00 04 00 29 4e 18 00 00
2026-05-05 15:23:18.174.146,18f182a0,9a 00 8a 00 9c 00 7b 00
2026-05-05 15:23:18.174.702,18f183a0,dd 0a 04 00 2a 06 f8 01
2026-05-05 15:23:18.175.271,18f184a0,fb 00 34 00 32 00 3c 00
2026-05-05 15:23:18.175.836,18f185a0,fb 16 00 00 58 8e 00 00
2026-05-05 15:23:18.176.392,18f186a0,02 01 01 01 01 00 35 36
2026-05-05 15:23:18.673.571,18f181a0,00 04 00 29 4e 18 00 00
2026-05-05 15:23:18.674.136,18f182a0,9a 00 8e 00 9c 00 7c 00
2026-05-05 15:23:18.674.696,18f183a0,e1 0a 04 00 28 06 f8 01
2026-05-05 15:23:18.675.261,18f184a0,fb 00 34 00 32 00 3c 00
2026-05-05 15:23:18.675.826,18f185a0,fb 16 00 00 59 8e 00 00
2026-05-05 15:23:18.676.382,18f186a0,02 01 01 01 01 00 34 34
2026-05-05 15:23:19.173.562,18f181a0,00 04 00 29 4e 18 00 00
2026-05-05 15:23:19.174.127,18f182a0,9a 00 8e 00 9b 00 7c 00
2026-05-05 15:23:19.174.684,18f183a0,e1 0a 03 00 2b 06 f8 01
2026-05-05 15:23:19.175.244,18f184a0,fb 00 34 00 32 00 3c 00
2026-05-05 15:23:19.175.809,18f185a0,fb 16 00 00 59 8e 00 00
2026-05-05 15:23:19.176.365,18f186a0,02 01 01 01 01 00 34 34
2026-05-05 15:23:19.673.552,18f181a0,00 04 00 29 4e 18 00 00
2026-05-05 15:23:19.674.116,18f182a0,9a 00 90 00 9b 00 7c 00
2026-05-05 15:23:19.674.681,18f183a0,06 0b 03 00 27 06 f8 01
2026-05-05 15:23:19.675.250,18f184a0,fc 00 34 00 32 00 3c 00
2026-05-05 15:23:19.675.814,18f185a0,fb 16 00 00 5a 8e 00 00
2026-05-05 15:23:19.676.371,18f186a0,02 01 01 01 01 00 34 35
2026-05-05 15:23:20.173.544,18f181a0,00 04 00 29 4e 18 00 00
2026-05-05 15:23:20.174.108,18f182a0,9a 00 8f 00 9b 00 7c 00
2026-05-05 15:23:20.174.665,18f183a0,06 0b 03 00 2c 06 f8 01
2026-05-05 15:23:20.175.234,18f184a0,fc 00 34 00 32 00 3c 00
2026-05-05 15:23:20.175.798,18f185a0,fb 16 00 00 5a 8e 00 00
2026-05-05 15:23:20.176.355,18f186a0,02 01 01 01 01 00 34 36
2026-05-05 15:23:20.673.534,18f181a0,00 04 00 29 4e 18 00 00
2026-05-05 15:23:20.674.098,18f182a0,9a 00 8d 00 9b 00 7b 00
2026-05-05 15:23:20.674.647,18f183a0,f9 0a 03 00 31 06 f8 01
2026-05-05 15:23:20.675.211,18f184a0,fd 00 34 00 32 00 3c 00
2026-05-05 15:23:20.675.780,18f185a0,fb 16 00 00 5b 8e 00 00
2026-05-05 15:23:20.676.337,18f186a0,02 01 01 01 01 00 33 36
2026-05-05 15:23:21.173.523,18f181a0,00 04 00 29 4e 18 00 00
2026-05-05 15:23:21.174.088,18f182a0,9a 00 91 00 9b 00 7c 00
2026-05-05 15:23:21.174.645,18f183a0,f9 0a 04 00 27 06 f8 01
2026-05-05 15:23:21.175.210,18f184a0,fd 00 34 00 32 00 3c 00
2026-05-05 15:23:21.175.778,18f185a0,fb 16 00 00 5b 8e 00 00
2026-05-05 15:23:21.176.335,18f186a0,02 01 01 01 01 00 37 36
2026-05-05 15:23:21.673.516,18f181a0,00 04 00 29 4d 18 00 00
2026-05-05 15:23:21.674.081,18f182a0,99 00 8d 00 9b 00 7b 00
2026-05-05 15:23:21.674.633,18f183a0,fe 0a 03 00 31 06 f8 01
2026-05-05 15:23:21.675.202,18f184a0,fd 00 34 00 32 00 3c 00
2026-05-05 15:23:21.675.771,18f185a0,fd 16 00 00 5c 8e 00 00
2026-05-05 15:23:21.676.331,18f186a0,02 01 01 01 01 00 35 36
2026-05-05 15:23:22.173.506,18f181a0,00 04 00 29 4c 18 00 00
2026-05-05 15:23:22.174.074,18f182a0,9a 00 8d 00 9b 00 7b 00
2026-05-05 15:23:22.174.623,18f183a0,fe 0a 04 00 29 06 f8 01
2026-05-05 15:23:22.175.195,18f184a0,fd 00 34 00 32 00 3c 00
2026-05-05 15:23:22.175.764,18f185a0,fd 16 00 00 5c 8e 00 00
2026-05-05 15:23:22.176.325,18f186a0,02 01 01 01 01 00 33 35
2026-05-05 15:23:22.673.496,18f181a0,00 04 00 29 4c 18 00 00
2026-05-05 15:23:22.674.065,18f182a0,9a 00 90 00 9b 00 7a 00
2026-05-05 15:23:22.674.622,18f183a0,02 0b 04 00 2d 06 f8 01
2026-05-05 15:23:22.675.194,18f184a0,fd 00 34 00 32 00 3c 00
2026-05-05 15:23:22.675.763,18f185a0,fd 16 00 00 5d 8e 00 00
2026-05-05 15:23:22.676.319,18f186a0,02 01 01 01 01 00 34 36
2026-05-05 15:23:23.173.486,18f181a0,00 04 00 29 4c 18 00 00
2026-05-05 15:23:23.174.054,18f182a0,9a 00 8f 00 9b 00 7c 00
2026-05-05 15:23:23.174.611,18f183a0,02 0b 03 00 2e 06 f8 01
2026-05-05 15:23:23.175.179,18f184a0,fd 00 34 00 32 00 3c 00
2026-05-05 15:23:23.175.748,18f185a0,fd 16 00 00 5d 8e 00 00
2026-05-05 15:23:23.176.305,18f186a0,02 01 01 01 01 00 34 36
2026-05-05 15:23:23.673.474,18f181a0,00 04 00 29 4c 19 00 00
2026-05-05 15:23:23.674.046,18f182a0,9a 00 8f 00 9b 00 7b 00
2026-05-05 15:23:23.674.599,18f183a0,09 0b 05 00 2c 06 f8 01
2026-05-05 15:23:23.675.167,18f184a0,fd 00 34 00 32 00 3c 00
2026-05-05 15:23:23.675.736,18f185a0,fd 16 00 00 5e 8e 00 00
2026-05-05 15:23:23.676.293,18f186a0,02 01 01 01 01 00 34 34
2026-05-05 15:23:24.173.464,18f181a0,00 04 00 29 4c 18 00 00
2026-05-05 15:23:24.174.033,18f182a0,9a 00 90 00 9b 00 7c 00
2026-05-05 15:23:24.174.597,18f183a0,09 0b 04 00 2a 06 f8 01
2026-05-05 15:23:24.175.162,18f184a0,fd 00 34 00 32 00 3c 00
2026-05-05 15:23:24.175.731,18f185a0,fd 16 00 00 5e 8e 00 00
2026-05-05 15:23:24.176.287,18f186a0,02 01 01 01 01 00 36 33
2026-05-05 15:23:24.673.455,18f181a0,00 04 00 29 4c 18 00 00
2026-05-05 15:23:24.674.023,18f182a0,99 00 92 00 9b 00 7d 00
2026-05-05 15:23:24.674.576,18f183a0,0b 0b 05 00 2a 06 f8 01
2026-05-05 15:23:24.675.141,18f184a0,fd 00 34 00 32 00 3c 00
2026-05-05 15:23:24.675.709,18f185a0,fd 16 00 00 5f 8e 00 00
2026-05-05 15:23:24.676.274,18f186a0,02 01 01 01 01 00 35 32
2026-05-05 15:23:25.173.448,18f181a0,00 04 00 29 4b 18 00 00
2026-05-05 15:23:25.174.020,18f182a0,99 00 91 00 9b 00 7c 00
2026-05-05 15:23:25.174.577,18f183a0,0b 0b 04 00 28 06 f8 01
2026-05-05 15:23:25.175.141,18f184a0,fd 00 34 00 32 00 3c 00
2026-05-05 15:23:25.175.710,18f185a0,fe 16 00 00 5f 8e 00 00
2026-05-05 15:23:25.176.274,18f186a0,02 01 01 01 01 00 35 32
2026-05-05 15:23:25.678.438,18f181a0,00 04 00 29 4b 18 00 00
2026-05-05 15:23:25.679.010,18f182a0,99 00 93 00 9b 00 7c 00
2026-05-05 15:23:25.679.571,18f183a0,0e 0b 04 00 28 06 f8 01
2026-05-05 15:23:25.680.144,18f184a0,fd 00 34 00 32 00 3c 00
2026-05-05 15:23:25.680.712,18f185a0,fe 16 00 00 60 8e 00 00
2026-05-05 15:23:25.681.273,18f186a0,02 01 01 01 01 00 35 32
2026-05-05 15:23:26.178.427,18f181a0,00 04 00 29 4b 18 00 00
2026-05-05 15:23:26.179.000,18f182a0,99 00 92 00 9a 00 7b 00
2026-05-05 15:23:26.179.556,18f183a0,0e 0b 04 00 2d 06 f8 01
2026-05-05 15:23:26.180.125,18f184a0,fd 00 34 00 32 00 3c 00
2026-05-05 15:23:26.180.694,18f185a0,fe 16 00 00 60 8e 00 00
2026-05-05 15:23:26.181.254,18f186a0,02 01 01 01 01 00 34 32
2026-05-05 15:23:26.678.419,18f181a0,00 04 00 29 4b 18 00 00
2026-05-05 15:23:26.678.991,18f182a0,99 00 93 00 9a 00 7b 00
2026-05-05 15:23:26.679.552,18f183a0,0e 0b 05 00 2b 06 f8 01
2026-05-05 15:23:26.680.613,18f184a0,fd 00 34 00 32 00 3c 00
2026-05-05 15:23:26.681.181,18f185a0,fe 16 00 00 61 8e 00 00
2026-05-05 15:23:26.681.742,18f186a0,02 01 01 01 01 00 33 32
2026-05-05 15:23:27.178.409,18f181a0,00 04 00 29 4b 18 00 00
2026-05-05 15:23:27.178.981,18f182a0,99 00 91 00 9a 00 7b 00
2026-05-05 15:23:27.179.542,18f183a0,0b 0b 04 00 2d 06 f8 01
2026-05-05 15:23:27.180.110,18f184a0,fd 00 34 00 32 00 3c 00
2026-05-05 15:23:27.180.679,18f185a0,fe 16 00 00 61 8e 00 00
2026-05-05 15:23:27.181.239,18f186a0,02 01 01 01 01 00 34 32
2026-05-05 15:23:27.678.399,18f181a0,00 04 00 29 4b 18 00 00
2026-05-05 15:23:27.678.972,18f182a0,99 00 96 00 9a 00 7b 00
2026-05-05 15:23:27.679.532,18f183a0,0b 0b 03 00 26 06 f8 01
2026-05-05 15:23:27.680.101,18f184a0,fd 00 34 00 32 00 3d 00
2026-05-05 15:23:27.680.666,18f185a0,fe 16 00 00 62 8e 00 00
2026-05-05 15:23:27.681.226,18f186a0,02 01 01 01 01 00 33 32
2026-05-05 15:23:28.178.390,18f181a0,00 04 00 29 4b 18 00 00
2026-05-05 15:23:28.178.963,18f182a0,99 00 96 00 9a 00 7c 00
2026-05-05 15:23:28.179.523,18f183a0,f3 0a 03 00 2c 06 f8 01
2026-05-05 15:23:28.180.441,18f184a0,fd 00 34 00 32 00 3d 00
2026-05-05 15:23:28.181.005,18f185a0,fe 16 00 00 62 8e 00 00
2026-05-05 15:23:28.181.566,18f186a0,02 01 01 01 01 00 35 32
2026-05-05 15:23:28.678.380,18f181a0,00 04 00 29 4b 18 00 00
2026-05-05 15:23:28.678.953,18f182a0,99 00 99 00 9a 00 7c 00
2026-05-05 15:23:28.679.514,18f183a0,f3 0a 03 00 24 06 f8 01
2026-05-05 15:23:28.680.074,18f184a0,fd 00 34 00 32 00 3d 00
2026-05-05 15:23:28.680.639,18f185a0,fe 16 00 00 63 8e 00 00
2026-05-05 15:23:28.681.199,18f186a0,02 01 01 01 01 00 36 32
2026-05-05 15:23:29.178.371,18f181a0,00 04 00 29 4b 18 00 00
2026-05-05 15:23:29.178.944,18f182a0,99 00 99 00 9a 00 7c 00
2026-05-05 15:23:29.179.504,18f183a0,eb 0a 04 00 2b 06 f8 01
2026-05-05 15:23:29.180.065,18f184a0,fe 00 34 00 32 00 3d 00
2026-05-05 15:23:29.180.626,18f185a0,00 17 00 00 63 8e 00 00
2026-05-05 15:23:29.181.190,18f186a0,02 01 01 01 01 00 35 34
2026-05-05 15:23:29.678.360,18f181a0,00 04 00 29 4b 18 00 00
2026-05-05 15:23:29.678.933,18f182a0,99 00 9c 00 9a 00 7d 00
2026-05-05 15:23:29.679.493,18f183a0,eb 0a 03 00 8e 06 f8 01
2026-05-05 15:23:29.680.050,18f184a0,fe 00 34 00 32 00 3d 00
2026-05-05 15:23:29.680.611,18f185a0,00 17 00 00 64 8e 00 00
2026-05-05 15:23:29.681.175,18f186a0,02 01 01 01 01 00 36 35
2026-05-05 15:23:30.178.348,18f181a0,00 04 00 29 4b 19 00 00
2026-05-05 15:23:30.178.917,18f182a0,99 00 9a 00 9a 00 7c 00
2026-05-05 15:23:30.179.478,18f183a0,fd 0a 03 00 87 06 f8 01
2026-05-05 15:23:30.180.038,18f184a0,01 01 34 00 32 00 3d 00
2026-05-05 15:23:30.180.599,18f185a0,00 17 00 00 64 8e 00 00
2026-05-05 15:23:30.181.163,18f186a0,02 01 01 01 01 00 35 37
2026-05-05 15:23:30.678.341,18f181a0,00 04 00 29 4b 19 00 00
2026-05-05 15:23:30.678.909,18f182a0,98 00 9a 00 9a 00 7b 00
2026-05-05 15:23:30.679.470,18f183a0,fd 0a 04 00 8e 06 f8 01
2026-05-05 15:23:30.680.035,18f184a0,01 01 34 00 32 00 3d 00
2026-05-05 15:23:30.680.595,18f185a0,00 17 00 00 65 8e 00 00
2026-05-05 15:23:30.681.160,18f186a0,02 01 01 01 01 00 34 36
2026-05-05 15:23:31.178.331,18f181a0,00 04 00 29 4b 19 00 00
2026-05-05 15:23:31.178.899,18f182a0,98 00 9a 00 9a 00 7c 00
2026-05-05 15:23:31.179.464,18f183a0,05 0b 04 00 93 06 fc 01
2026-05-05 15:23:31.180.025,18f184a0,0a 01 34 00 32 00 3d 00
2026-05-05 15:23:31.180.585,18f185a0,00 17 00 00 65 8e 00 00
2026-05-05 15:23:31.181.150,18f186a0,02 01 01 01 01 00 34 36
2026-05-05 15:23:31.678.320,18f181a0,00 04 00 29 4b 19 00 00
2026-05-05 15:23:31.678.889,18f182a0,98 00 9b 00 9a 00 7d 00
2026-05-05 15:23:31.679.450,18f183a0,05 0b 03 00 90 06 fc 01
2026-05-05 15:23:31.680.006,18f184a0,0a 01 34 00 32 00 3d 00
2026-05-05 15:23:31.680.567,18f185a0,00 17 00 00 66 8e 00 00
2026-05-05 15:23:31.681.127,18f186a0,02 01 01 01 01 00 35 36
2026-05-05 15:23:32.178.312,18f181a0,00 04 00 29 4b 19 00 00
2026-05-05 15:23:32.178.881,18f182a0,98 00 9a 00 9a 00 7c 00
2026-05-05 15:23:32.179.445,18f183a0,02 0b 03 00 94 06 fc 01
2026-05-05 15:23:32.180.010,18f184a0,0d 01 34 00 32 00 3d 00
2026-05-05 15:23:32.180.567,18f185a0,00 17 00 00 66 8e 00 00
2026-05-05 15:23:32.181.127,18f186a0,02 01 01 01 01 00 34 36
2026-05-05 15:23:32.678.301,18f181a0,00 04 00 29 4b 18 00 00
2026-05-05 15:23:32.678.873,18f182a0,99 00 a0 00 9a 00 7c 00
2026-05-05 15:23:32.679.438,18f183a0,02 0b 03 00 8e 06 fc 01
2026-05-05 15:23:32.679.999,18f184a0,0d 01 34 00 32 00 3d 00
2026-05-05 15:23:32.680.555,18f185a0,01 17 00 00 67 8e 00 00
2026-05-05 15:23:32.681.120,18f186a0,02 01 01 01 01 00 33 36
2026-05-05 15:23:33.178.293,18f181a0,00 04 00 29 4b 19 00 00
2026-05-05 15:23:33.178.861,18f182a0,98 00 a2 00 9a 00 7e 00
2026-05-05 15:23:33.179.426,18f183a0,03 0b 04 00 8e 06 f8 01
2026-05-05 15:23:33.179.991,18f184a0,0e 01 34 00 32 00 3d 00
2026-05-05 15:23:33.180.547,18f185a0,01 17 00 00 67 8e 00 00
2026-05-05 15:23:33.181.112,18f186a0,02 01 01 01 01 00 34 36
2026-05-05 15:23:33.678.282,18f181a0,00 04 00 29 4b 19 00 00
2026-05-05 15:23:33.678.850,18f182a0,98 00 9c 00 9a 00 7d 00
2026-05-05 15:23:33.679.415,18f183a0,03 0b 03 00 95 06 f8 01
2026-05-05 15:23:33.679.975,18f184a0,0e 01 34 00 32 00 3d 00
2026-05-05 15:23:33.680.532,18f185a0,01 17 00 00 68 8e 00 00
2026-05-05 15:23:33.681.093,18f186a0,02 01 01 01 01 00 34 35
2026-05-05 15:23:34.178.273,18f181a0,00 04 00 29 4a 19 00 00
2026-05-05 15:23:34.178.845,18f182a0,98 00 9b 00 9a 00 7c 00
2026-05-05 15:23:34.179.410,18f183a0,f3 0a 03 00 98 06 f8 01
2026-05-05 15:23:34.179.967,18f184a0,0f 01 34 00 32 00 3d 00
2026-05-05 15:23:34.180.527,18f185a0,01 17 00 00 68 8e 00 00
2026-05-05 15:23:34.181.088,18f186a0,02 01 01 01 01 00 34 35
2026-05-05 15:23:34.678.261,18f181a0,00 04 00 29 4b 19 00 00
2026-05-05 15:23:34.678.829,18f182a0,98 00 9c 00 9a 00 7b 00
2026-05-05 15:23:34.679.398,18f183a0,f3 0a 03 00 94 06 f8 01
2026-05-05 15:23:34.679.959,18f184a0,0f 01 34 00 32 00 3d 00
2026-05-05 15:23:34.680.519,18f185a0,01 17 00 00 69 8e 00 00
2026-05-05 15:23:34.681.080,18f186a0,02 01 01 01 01 00 33 34
2026-05-05 15:23:35.178.254,18f181a0,00 04 00 29 4a 19 00 00
2026-05-05 15:23:35.178.826,18f182a0,98 00 9a 00 99 00 7c 00
2026-05-05 15:23:35.179.387,18f183a0,fc 0a 03 00 99 06 f8 01
2026-05-05 15:23:35.179.951,18f184a0,0f 01 34 00 32 00 3d 00
2026-05-05 15:23:35.180.512,18f185a0,01 17 00 00 69 8e 00 00
2026-05-05 15:23:35.181.073,18f186a0,02 01 01 01 01 00 34 34
2026-05-05 15:23:35.678.242,18f181a0,00 04 00 29 4b 19 00 00
2026-05-05 15:23:35.678.811,18f182a0,98 00 9b 00 99 00 7c 00
2026-05-05 15:23:35.679.375,18f183a0,fc 0a 03 00 97 06 f8 01
2026-05-05 15:23:35.679.940,18f184a0,0f 01 34 00 32 00 3d 00
2026-05-05 15:23:35.680.500,18f185a0,01 17 00 00 6a 8e 00 00
2026-05-05 15:23:35.681.065,18f186a0,02 01 01 01 01 00 34 34
2026-05-05 15:23:36.178.233,18f181a0,00 04 00 29 4a 18 00 00
2026-05-05 15:23:36.178.802,18f182a0,98 00 9d 00 99 00 7c 00
2026-05-05 15:23:36.179.363,18f183a0,fe 0a 03 00 97 06 f8 01
2026-05-05 15:23:36.179.927,18f184a0,0f 01 34 00 32 00 3d 00
2026-05-05 15:23:36.180.488,18f185a0,03 17 00 00 6a 8e 00 00
2026-05-05 15:23:36.181.052,18f186a0,02 01 01 01 01 00 37 34
2026-05-05 15:23:36.678.225,18f181a0,00 04 00 29 4a 19 00 00
2026-05-05 15:23:36.678.797,18f182a0,98 00 9a 00 99 00 7c 00
2026-05-05 15:23:36.679.358,18f183a0,fe 0a 04 00 9a 06 f8 01
2026-05-05 15:23:36.679.927,18f184a0,0f 01 34 00 32 00 3d 00
2026-05-05 15:23:36.680.487,18f185a0,03 17 00 00 6b 8e 00 00
