时间标识,帧ID,数据
2026-04-24 15:27:59.436.109,18f185a0,21 0a 00 00 20 1c 00 00
2026-04-24 15:27:59.436.677,18f186a0,02 02 01 01 01 00 5f 19
2026-04-24 15:27:59.437.237,18f187a0,02 02 02 01 02 02 02 02
2026-04-24 15:27:59.437.802,18d,00 00 00 00 00 00 00 00
2026-04-24 15:27:59.438.298,18f188a0,02 02 00 00 00 02 01 02
2026-04-24 15:27:59.438.866,18f189a0,00 00 00 00 00 03 15 00
2026-04-24 15:27:59.439.435,18f190a0,00 00 00 00 00 00 00 00
2026-04-24 15:27:59.440.015,11d,01 03 00 00 00 01 84 0a
2026-04-24 15:27:59.509.197,2,00 01 00 00 00 00 80 18
2026-04-24 15:27:59.535.361,1b1,60 27 54 12 f0
2026-04-24 15:27:59.537.086,18d,00 00 00 00 00 00 01 00
2026-04-24 15:27:59.597.196,2,00 01 00 00 00 00 80 18
2026-04-24 15:27:59.635.357,731,05
2026-04-24 15:27:59.635.589,1b1,60 27 54 12 f0
2026-04-24 15:27:59.637.081,18d,00 00 00 00 00 00 00 00
2026-04-24 15:27:59.685.191,2,00 01 00 00 00 00 80 19
2026-04-24 15:27:59.735.384,1b1,60 27 52 12 f0
2026-04-24 15:27:59.773.187,2,00 01 00 00 00 00 80 19
2026-04-24 15:27:59.805.054,18d,00 00 00 00 00 00 01 00
2026-04-24 15:27:59.832.520,18d,00 00 00 00 00 00 00 00
2026-04-24 15:27:59.835.384,1b1,60 27 50 12 f0
2026-04-24 15:27:59.861.187,2,00 01 00 00 00 00 80 1a
2026-04-24 15:27:59.933.471,18f181a0,00 01 00 2a 57 19 00 00
2026-04-24 15:27:59.934.040,18f182a0,01 00 1a 00 98 00 80 00
2026-04-24 15:27:59.934.616,18f183a0,c4 09 00 00 1f 03 70 01
2026-04-24 15:27:59.935.180,18f184a0,00 00 22 00 1f 00 2e 00
2026-04-24 15:27:59.935.752,1b1,60 27 54 12 f0
2026-04-24 15:27:59.936.113,18f185a0,21 0a 00 00 20 1c 00 00
2026-04-24 15:27:59.936.681,18f186a0,02 02 01 01 01 00 5f 19
2026-04-24 15:27:59.937.241,18f187a0,02 02 02 01 02 02 02 02
2026-04-24 15:27:59.937.805,18d,00 00 00 00 00 00 01 00
2026-04-24 15:27:59.938.301,18f188a0,02 02 00 00 00 02 01 02
2026-04-24 15:27:59.938.870,18f189a0,00 00 00 00 00 03 15 00
2026-04-24 15:27:59.939.438,18f190a0,00 00 00 00 00 00 00 00
2026-04-24 15:27:59.940.019,181,00 01 00 2a 57 19 00 00
2026-04-24 15:27:59.940.499,182,01 00 98 00 1a 00 80 00
2026-04-24 15:27:59.940.983,183,00 00 4a 00 47 00 56 00
2026-04-24 15:27:59.941.471,184,19 00 1f 03 70 01 00 00
2026-04-24 15:27:59.941.963,185,02 02 00 00 00 02 5f 19
2026-04-24 15:27:59.942.447,186,00 00 00 00 02 00 00 00
2026-04-24 15:27:59.949.183,2,00 01 00 00 00 00 80 1a
2026-04-24 15:28:00.035.408,1b1,60 27 54 12 f0
2026-04-24 15:28:00.037.056,18d,00 00 00 00 00 00 00 00
2026-04-24 15:28:00.037.556,2,00 01 00 00 00 00 80 1b
2026-04-24 15:28:00.125.178,2,00 01 00 00 00 00 80 1b
2026-04-24 15:28:00.135.402,731,05
2026-04-24 15:28:00.135.634,1b1,60 27 54 12 f0
2026-04-24 15:28:00.205.030,18d,00 00 00 00 00 00 01 00
2026-04-24 15:28:00.213.174,2,00 01 00 00 00 00 80 1c
2026-04-24 15:28:00.232.497,18d,00 00 00 00 00 00 00 00
2026-04-24 15:28:00.235.409,1b1,60 27 54 12 f0
2026-04-24 15:28:00.301.171,2,00 01 00 00 00 00 80 1c
2026-04-24 15:28:00.332.490,18d,00 00 00 00 00 00 01 00
2026-04-24 15:28:00.335.430,1b1,60 27 52 12 f0
2026-04-24 15:28:00.389.168,2,00 01 00 00 00 00 80 1c
2026-04-24 15:28:00.433.464,18f181a0,00 01 00 2a 57 19 00 00
2026-04-24 15:28:00.434.032,18f182a0,01 00 1a 00 98 00 80 00
2026-04-24 15:28:00.434.608,18f183a0,c4 09 00 00 21 03 6c 01
2026-04-24 15:28:00.435.165,18f184a0,00 00 22 00 1f 00 2e 00
2026-04-24 15:28:00.435.737,1b1,60 27 52 12 f0
2026-04-24 15:28:00.436.090,18f185a0,21 0a 00 00 20 1c 00 00
2026-04-24 15:28:00.436.658,18f186a0,02 02 01 01 01 00 5f 19
2026-04-24 15:28:00.437.219,18f187a0,02 02 02 01 02 02 02 02
2026-04-24 15:28:00.437.783,18d,00 00 00 00 00 00 00 00
2026-04-24 15:28:00.438.279,18f188a0,02 02 00 00 00 02 01 02
2026-04-24 15:28:00.438.847,18f189a0,00 00 00 00 00 03 15 00
2026-04-24 15:28:00.439.415,18f190a0,00 00 00 00 00 00 00 00
2026-04-24 15:28:00.439.995,11d,01 03 00 00 00 01 84 0a
2026-04-24 15:28:00.477.166,2,00 01 00 00 00 00 80 1d
2026-04-24 15:28:00.535.428,1b1,60 27 52 12 f0
2026-04-24 15:28:00.565.162,2,00 01 00 00 00 00 80 1d
2026-04-24 15:28:00.605.004,18d,00 00 00 00 00 00 01 00
2026-04-24 15:28:00.632.471,18d,00 00 00 00 00 00 00 00
2026-04-24 15:28:00.636.431,731,05
2026-04-24 15:28:00.636.662,1b1,56 27 53 12 f0
2026-04-24 15:28:00.653.158,2,00 01 00 00 00 00 80 1e
2026-04-24 15:28:00.732.466,18d,00 00 00 00 00 00 01 00
2026-04-24 15:28:00.736.438,1b1,56 27 54 12 f0
2026-04-24 15:28:00.741.157,2,00 01 00 00 00 00 80 1e
2026-04-24 15:28:00.829.154,2,00 01 00 00 00 00 80 1f
2026-04-24 15:28:00.832.459,18d,00 00 00 00 00 00 00 00
2026-04-24 15:28:00.836.459,1b1,56 27 57 12 f0
2026-04-24 15:28:00.917.152,2,00 01 00 00 00 00 80 1f
2026-04-24 15:28:00.933.457,18f181a0,00 01 00 29 57 19 00 00
2026-04-24 15:28:00.934.020,18f182a0,01 00 1a 00 98 00 80 00
2026-04-24 15:28:00.934.597,18f183a0,c4 09 00 00 1f 03 70 01
2026-04-24 15:28:00.935.161,18f184a0,00 00 22 00 1f 00 2e 00
2026-04-24 15:28:00.935.733,18f185a0,21 0a 00 00 20 1c 00 00
2026-04-24 15:28:00.936.302,18f186a0,02 02 01 01 01 00 5f 19
2026-04-24 15:28:00.936.861,1b1,56 27 56 12 f0
2026-04-24 15:28:00.937.214,18f187a0,02 02 02 01 02 02 02 02
2026-04-24 15:28:00.937.778,18f188a0,02 02 00 00 00 02 01 02
2026-04-24 15:28:00.938.346,18f189a0,00 00 00 00 00 03 15 00
2026-04-24 15:28:00.938.915,18f190a0,00 00 00 00 00 00 00 00
2026-04-24 15:28:00.939.495,181,00 01 00 29 57 19 00 00
2026-04-24 15:28:00.939.975,182,01 00 98 00 1a 00 80 00
2026-04-24 15:28:00.940.459,183,00 00 4a 00 47 00 56 00
2026-04-24 15:28:00.940.947,184,19 00 1f 03 70 01 00 00
2026-04-24 15:28:00.941.439,185,02 02 00 00 00 02 5f 19
2026-04-24 15:28:00.941.924,186,00 00 00 00 02 00 00 00
2026-04-24 15:28:01.000.520,18d,00 00 00 00 00 00 01 00
2026-04-24 15:28:01.005.148,2,00 01 00 00 00 00 80 1f
2026-04-24 15:28:01.032.447,18d,00 00 00 00 00 00 00 00
2026-04-24 15:28:01.036.479,1b1,56 27 54 12 f0
2026-04-24 15:28:01.093.145,2,00 01 00 00 00 00 80 20
2026-04-24 15:28:01.132.443,18d,00 00 00 00 00 00 01 00
2026-04-24 15:28:01.136.479,731,05
2026-04-24 15:28:01.136.710,1b1,56 27 54 12 f0
2026-04-24 15:28:01.181.145,2,00 01 00 00 00 00 80 20
2026-04-24 15:28:01.232.435,18d,00 00 00 00 00 00 00 00
2026-04-24 15:28:01.236.482,1b1,56 27 56 12 f0
2026-04-24 15:28:01.269.141,2,00 01 00 00 00 00 80 21
2026-04-24 15:28:01.336.498,1b1,56 27 58 12 f0
2026-04-24 15:28:01.357.137,2,00 01 00 00 00 00 80 21
2026-04-24 15:28:01.400.476,18d,00 00 00 00 00 00 01 00
2026-04-24 15:28:01.432.422,18d,00 00 00 00 00 00 00 00
2026-04-24 15:28:01.433.446,18f181a0,00 01 00 29 57 19 00 00
2026-04-24 15:28:01.434.010,18f182a0,01 00 1a 00 98 00 80 00
2026-04-24 15:28:01.434.586,18f183a0,c4 09 00 00 1f 03 70 01
2026-04-24 15:28:01.435.150,18f184a0,00 00 22 00 1f 00 2e 00
2026-04-24 15:28:01.435.722,18f185a0,21 0a 00 00 20 1c 00 00
2026-04-24 15:28:01.436.291,18f186a0,02 02 01 01 01 00 5f 19
2026-04-24 15:28:01.436.851,1b1,56 27 58 12 f0
2026-04-24 15:28:01.437.211,18f187a0,02 02 02 01 02 02 02 02
2026-04-24 15:28:01.437.776,18f188a0,02 02 00 00 00 02 01 02
2026-04-24 15:28:01.438.344,18f189a0,00 00 00 00 00 03 15 00
2026-04-24 15:28:01.438.912,18f190a0,00 00 00 00 00 00 00 00
2026-04-24 15:28:01.439.492,11d,01 03 00 00 00 01 84 0a
2026-04-24 15:28:01.445.135,2,00 01 00 00 00 00 80 22
2026-04-24 15:28:01.532.415,18d,00 00 00 00 00 00 01 00
2026-04-24 15:28:01.533.131,2,00 01 00 00 00 00 80 22
2026-04-24 15:28:01.536.500,1b1,56 27 5a 12 f0
2026-04-24 15:28:01.621.128,2,00 01 00 00 00 00 80 23
2026-04-24 15:28:01.632.412,18d,00 00 00 00 00 00 00 00
2026-04-24 15:28:01.636.524,731,05
2026-04-24 15:28:01.636.756,1b1,56 27 56 12 f0
2026-04-24 15:28:01.709.126,2,00 01 00 00 00 00 80 23
2026-04-24 15:28:01.736.526,1b1,56 27 56 12 f0
2026-04-24 15:28:01.797.125,2,00 01 00 00 00 00 80 23
2026-04-24 15:28:01.800.453,18d,00 00 00 00 00 00 01 00
2026-04-24 15:28:01.832.399,18d,00 00 00 00 00 00 00 00
2026-04-24 15:28:01.836.523,1b1,56 27 55 12 f0
2026-04-24 15:28:01.885.121,2,00 01 00 00 00 00 80 24
2026-04-24 15:28:01.932.391,18d,00 00 00 00 00 00 01 00
2026-04-24 15:28:01.933.439,18f181a0,00 01 00 29 57 19 00 00
2026-04-24 15:28:01.934.003,18f182a0,01 00 1a 00 98 00 80 00
2026-04-24 15:28:01.934.579,18f183a0,c4 09 00 00 20 03 70 01
2026-04-24 15:28:01.935.144,18f184a0,00 00 22 00 1f 00 2e 00
2026-04-24 15:28:01.935.716,18f185a0,21 0a 00 00 20 1c 00 00
2026-04-24 15:28:01.936.284,18f186a0,02 02 01 01 01 00 5f 19
2026-04-24 15:28:01.936.844,1b1,56 27 55 12 f0
2026-04-24 15:28:01.937.200,18f187a0,02 02 02 01 02 02 02 02
2026-04-24 15:28:01.937.765,18f188a0,02 02 00 00 00 02 01 02
2026-04-24 15:28:01.938.333,18f189a0,00 00 00 00 00 03 15 00
2026-04-24 15:28:01.938.901,18f190a0,00 00 00 00 00 00 00 00
2026-04-24 15:28:01.939.482,181,00 01 00 29 57 19 00 00
2026-04-24 15:28:01.939.962,182,01 00 98 00 1a 00 80 00
2026-04-24 15:28:01.940.446,183,00 00 4a 00 47 00 56 00
2026-04-24 15:28:01.940.934,184,19 00 20 03 70 01 00 00
2026-04-24 15:28:01.941.422,185,02 02 00 00 00 02 5f 19
2026-04-24 15:28:01.941.907,186,00 00 00 00 02 00 00 00
2026-04-24 15:28:01.973.118,2,00 01 00 00 00 00 80 24
2026-04-24 15:28:02.036.547,1b1,56 27 54 12 f0
2026-04-24 15:28:02.036.935,18d,00 00 00 00 00 00 00 00
2026-04-24 15:28:02.061.114,2,00 01 00 00 00 00 80 25
2026-04-24 15:28:02.136.539,731,05
2026-04-24 15:28:02.136.771,1b1,56 27 53 12 f0
2026-04-24 15:28:02.149.111,2,00 01 00 00 00 00 80 25
2026-04-24 15:28:02.204.908,18d,00 00 00 00 00 00 01 00
2026-04-24 15:28:02.232.374,18d,00 00 00 00 00 00 00 00
2026-04-24 15:28:02.236.570,1b1,56 27 54 12 f0
2026-04-24 15:28:02.237.110,2,00 01 00 00 00 00 80 26
2026-04-24 15:28:02.325.107,2,00 01 00 00 00 00 80 26
2026-04-24 15:28:02.332.367,18d,00 00 00 00 00 00 01 00
2026-04-24 15:28:02.336.567,1b1,56 27 56 12 f0
2026-04-24 15:28:02.413.104,2,00 01 00 00 00 00 80 27
2026-04-24 15:28:02.433.433,18f181a0,00 01 00 29 57 19 00 00
2026-04-24 15:28:02.433.997,18f182a0,01 00 1a 00 98 00 80 00
2026-04-24 15:28:02.434.573,18f183a0,c4 09 00 00 1f 03 70 01
2026-04-24 15:28:02.435.137,18f184a0,00 00 22 00 1e 00 2e 00
2026-04-24 15:28:02.435.705,18f185a0,21 0a 00 00 20 1c 00 00
2026-04-24 15:28:02.436.274,18f186a0,02 02 01 01 01 00 5f 19
2026-04-24 15:28:02.436.833,1b1,56 27 58 12 f0
2026-04-24 15:28:02.437.194,18f187a0,02 02 02 01 02 02 02 02
2026-04-24 15:28:02.437.758,18d,00 00 00 00 00 00 00 00
2026-04-24 15:28:02.438.254,18f188a0,02 02 00 00 00 02 01 02
2026-04-24 15:28:02.438.822,18f189a0,00 00 00 00 00 03 15 00
2026-04-24 15:28:02.439.391,18f190a0,00 00 00 00 00 00 00 00
2026-04-24 15:28:02.439.971,11d,01 03 00 00 00 01 84 0a
2026-04-24 15:28:02.501.100,2,00 01 00 00 00 00 80 27
2026-04-24 15:28:02.536.589,1b1,56 27 56 12 f0
2026-04-24 15:28:02.589.099,2,00 01 00 00 00 00 80 27
2026-04-24 15:28:02.604.883,18d,00 00 00 00 00 00 01 00
2026-04-24 15:28:02.632.349,18d,00 00 00 00 00 00 00 00
2026-04-24 15:28:02.636.582,731,05
2026-04-24 15:28:02.636.814,1b1,60 27 58 12 f0
2026-04-24 15:28:02.677.097,2,00 01 00 00 00 00 80 28
2026-04-24 15:28:02.732.342,18d,00 00 00 00 00 00 01 00
2026-04-24 15:28:02.736.586,1b1,60 27 58 12 f0
2026-04-24 15:28:02.765.093,2,00 01 00 00 00 00 80 28
2026-04-24 15:28:02.832.337,18d,00 00 00 00 00 00 00 00
2026-04-24 15:28:02.836.605,1b1,60 27 5a 12 f0
2026-04-24 15:28:02.853.088,2,00 01 00 00 00 00 80 29
2026-04-24 15:28:02.933.424,18f181a0,00 01 00 2a 57 19 00 00
2026-04-24 15:28:02.933.992,18f182a0,01 00 1a 00 98 00 80 00
2026-04-24 15:28:02.934.568,18f183a0,c4 09 00 00 1f 03 70 01
2026-04-24 15:28:02.935.133,18f184a0,00 00 22 00 1e 00 2e 00
2026-04-24 15:28:02.935.701,18f185a0,21 0a 00 00 20 1c 00 00
2026-04-24 15:28:02.936.269,18f186a0,02 02 01 01 01 00 5f 19
2026-04-24 15:28:02.936.829,1b1,60 27 56 12 f0
2026-04-24 15:28:02.937.193,18f187a0,02 02 02 01 02 02 02 02
2026-04-24 15:28:02.937.757,18f188a0,02 02 00 00 00 02 01 02
2026-04-24 15:28:02.938.326,18f189a0,00 00 00 00 00 03 15 00
2026-04-24 15:28:02.938.894,18f190a0,00 00 00 00 00 00 00 00
2026-04-24 15:28:02.939.474,181,00 01 00 2a 57 19 00 00
2026-04-24 15:28:02.939.954,182,01 00 98 00 1a 00 80 00
2026-04-24 15:28:02.940.438,183,00 00 4a 00 46 00 56 00
2026-04-24 15:28:02.940.931,184,19 00 1f 03 70 01 00 00
2026-04-24 15:28:02.941.423,185,02 02 00 00 00 02 5f 19
2026-04-24 15:28:02.941.907,2,00 01 00 00 00 00 80 29
2026-04-24 15:28:03.000.404,18d,00 00 00 00 00 00 01 00
2026-04-24 15:28:03.029.083,2,00 01 00 00 00 00 80 2a
2026-04-24 15:28:03.032.323,18d,00 00 00 00 00 00 00 00
2026-04-24 15:28:03.036.627,1b1,60 27 54 12 f0
2026-04-24 15:28:03.117.081,2,00 01 00 00 00 00 80 2a
2026-04-24 15:28:03.132.320,18d,00 00 00 00 00 00 01 00
2026-04-24 15:28:03.136.620,731,05
2026-04-24 15:28:03.136.852,1b1,60 27 5b 12 f0
2026-04-24 15:28:03.205.078,2,00 01 00 00 00 00 80 2a
2026-04-24 15:28:03.232.313,18d,00 00 00 00 00 00 00 00
2026-04-24 15:28:03.236.629,1b1,60 27 5f 12 f0
2026-04-24 15:28:03.293.075,2,00 01 00 00 00 00 80 2b
2026-04-24 15:28:03.336.647,1b1,60 27 58 12 f0
2026-04-24 15:28:03.381.070,2,00 01 00 00 00 00 80 2b
2026-04-24 15:28:03.400.353,18d,00 00 00 00 00 00 01 00
2026-04-24 15:28:03.433.417,18f181a0,00 01 00 2a 57 19 00 00
2026-04-24 15:28:03.433.985,18f182a0,01 00 1a 00 98 00 80 00
2026-04-24 15:28:03.434.561,18f183a0,c4 09 00 00 20 03 6c 01
2026-04-24 15:28:03.435.122,18f184a0,00 00 22 00 1e 00 2e 00
2026-04-24 15:28:03.435.690,18f185a0,21 0a 00 00 20 1c 00 00
2026-04-24 15:28:03.436.258,18f186a0,02 02 01 01 01 00 5f 19
2026-04-24 15:28:03.436.818,1b1,60 27 56 12 f0
2026-04-24 15:28:03.437.183,18f187a0,02 02 02 01 02 02 02 02
2026-04-24 15:28:03.437.746,18d,00 00 00 00 00 00 00 00
2026-04-24 15:28:03.438.243,18f188a0,02 02 00 00 00 02 01 02
2026-04-24 15:28:03.438.811,18f189a0,00 00 00 00 00 03 15 00
2026-04-24 15:28:03.439.379,18f190a0,00 00 00 00 00 00 00 00
2026-04-24 15:28:03.439.960,11d,01 03 00 00 00 01 84 0a
2026-04-24 15:28:03.469.071,2,00 01 00 00 00 00 80 2c
2026-04-24 15:28:03.536.644,1b1,60 27 58 12 f0
2026-04-24 15:28:03.537.011,18d,00 00 00 00 00 00 01 00
2026-04-24 15:28:03.557.067,2,00 01 00 00 00 00 80 2c
2026-04-24 15:28:03.636.668,731,05
2026-04-24 15:28:03.636.901,1b1,60 27 59 12 f0
2026-04-24 15:28:03.637.253,18d,00 00 00 00 00 00 00 00
2026-04-24 15:28:03.645.064,2,00 01 00 00 00 00 80 2d
2026-04-24 15:28:03.733.062,2,00 01 00 00 00 00 80 2d
2026-04-24 15:28:03.736.670,1b1,60 27 56 12 f0
2026-04-24 15:28:03.804.810,18d,00 00 00 00 00 00 01 00
2026-04-24 15:28:03.821.057,2,00 01 00 00 00 00 80 2e
2026-04-24 15:28:03.832.277,18d,00 00 00 00 00 00 00 00
2026-04-24 15:28:03.836.665,1b1,60 27 59 12 f0
2026-04-24 15:28:03.909.054,2,00 01 00 00 00 00 80 2e
2026-04-24 15:28:03.932.269,18d,00 00 00 00 00 00 01 00
2026-04-24 15:28:03.933.409,18f181a0,00 01 00 2a 57 19 00 00
2026-04-24 15:28:03.933.978,18f182a0,01 00 1a 00 98 00 80 00
2026-04-24 15:28:03.934.554,18f183a0,c4 09 00 00 1f 03 6c 01
2026-04-24 15:28:03.935.114,18f184a0,00 00 22 00 1e 00 2e 00
2026-04-24 15:28:03.935.683,18f185a0,21 0a 00 00 20 1c 00 00
2026-04-24 15:28:03.936.251,18f186a0,02 02 01 01 01 00 5f 19
2026-04-24 15:28:03.936.811,1b1,60 27 59 12 f0
2026-04-24 15:28:03.937.163,18f187a0,02 02 02 01 02 02 02 02
2026-04-24 15:28:03.937.728,18f188a0,02 02 00 00 00 02 01 02
2026-04-24 15:28:03.938.296,18f189a0,00 00 00 00 00 03 15 00
2026-04-24 15:28:03.938.864,18f190a0,00 00 00 00 00 00 00 00
2026-04-24 15:28:03.939.444,181,00 01 00 2a 57 19 00 00
2026-04-24 15:28:03.939.925,182,01 00 98 00 1a 00 80 00
2026-04-24 15:28:03.940.409,183,00 00 4a 00 46 00 56 00
2026-04-24 15:28:03.940.902,184,19 00 1f 03 6c 01 00 00
2026-04-24 15:28:03.941.390,185,02 02 00 00 00 02 5f 19
2026-04-24 15:28:03.941.874,186,00 00 00 00 02 00 00 00
2026-04-24 15:28:03.997.052,2,00 01 00 00 00 00 80 2e
2026-04-24 15:28:04.036.685,1b1,60 27 59 12 f0
2026-04-24 15:28:04.037.041,18d,00 00 00 00 00 00 00 00
2026-04-24 15:28:04.085.047,2,00 01 00 00 00 00 80 2f
2026-04-24 15:28:04.136.704,731,05
2026-04-24 15:28:04.136.937,1b1,60 27 5b 12 f0
2026-04-24 15:28:04.173.047,2,00 01 00 00 00 00 80 2f
2026-04-24 15:28:04.204.786,18d,00 00 00 00 00 00 01 00
2026-04-24 15:28:04.232.252,18d,00 00 00 00 00 00 00 00
2026-04-24 15:28:04.236.708,1b1,60 27 5f 12 f0
2026-04-24 15:28:04.261.044,2,00 01 00 00 00 00 80 30
2026-04-24 15:28:04.332.244,18d,00 00 00 00 00 00 01 00
2026-04-24 15:28:04.336.708,1b1,60 27 5f 12 f0
2026-04-24 15:28:04.349.040,2,00 01 00 00 00 00 80 30
2026-04-24 15:28:04.433.403,18f181a0,00 01 00 2a 57 19 00 00
2026-04-24 15:28:04.433.972,18f182a0,01 00 1a 00 98 00 80 00
2026-04-24 15:28:04.434.548,18f183a0,c4 09 00 00 1f 03 70 01
2026-04-24 15:28:04.435.112,18f184a0,00 00 22 00 1f 00 2e 00
2026-04-24 15:28:04.435.684,18f185a0,21 0a 00 00 20 1c 00 00
2026-04-24 15:28:04.436.253,18f186a0,02 02 01 01 01 00 5f 19
2026-04-24 15:28:04.436.813,1b1,60 27 57 12 f0
2026-04-24 15:28:04.437.169,18d,00 00 00 00 00 00 00 00
2026-04-24 15:28:04.437.665,2,00 01 00 00 00 00 80 31
2026-04-24 15:28:04.438.161,18f188a0,02 02 00 00 00 02 01 02
2026-04-24 15:28:04.438.730,18f189a0,00 00 00 00 00 03 15 00
2026-04-24 15:28:04.439.298,18f190a0,00 00 00 00 00 00 00 00
2026-04-24 15:28:04.439.878,11d,01 03 00 00 00 01 84 0a
2026-04-24 15:28:04.525.035,2,00 01 00 00 00 00 80 31
2026-04-24 15:28:04.536.724,1b1,60 27 54 12 f0
2026-04-24 15:28:04.604.759,18d,00 00 00 00 00 00 01 00
2026-04-24 15:28:04.613.031,2,00 01 00 00 00 00 80 31
2026-04-24 15:28:04.632.226,18d,00 00 00 00 00 00 00 00
2026-04-24 15:28:04.636.722,731,05
2026-04-24 15:28:04.636.954,1b1,60 27 54 12 f0
2026-04-24 15:28:04.701.028,2,00 01 00 00 00 00 80 32
2026-04-24 15:28:04.732.222,18d,00 00 00 00 00 00 01 00
2026-04-24 15:28:04.736.750,1b1,60 27 56 12 f0
2026-04-24 15:28:04.789.028,2,00 01 00 00 00 00 80 32
2026-04-24 15:28:04.832.214,18d,00 00 00 00 00 00 00 00
2026-04-24 15:28:04.836.750,1b1,60 27 56 12 f0
2026-04-24 15:28:04.877.024,2,00 01 00 00 00 00 80 33
2026-04-24 15:28:04.933.392,18f181a0,00 01 00 2a 57 19 00 00
2026-04-24 15:28:04.933.960,18f182a0,01 00 1a 00 98 00 80 00
2026-04-24 15:28:04.934.537,18f183a0,c4 09 00 00 20 03 6c 01
2026-04-24 15:28:04.935.097,18f184a0,00 00 22 00 1f 00 2e 00
2026-04-24 15:28:04.935.669,18f185a0,21 0a 00 00 20 1c 00 00
2026-04-24 15:28:04.936.237,18f186a0,02 02 01 01 01 00 5f 19
2026-04-24 15:28:04.936.798,1b1,60 27 58 12 f0
2026-04-24 15:28:04.937.162,18f187a0,02 02 02 01 02 02 02 02
2026-04-24 15:28:04.937.727,18f188a0,02 02 00 00 00 02 01 02
2026-04-24 15:28:04.938.295,18f189a0,00 00 00 00 00 03 15 00
2026-04-24 15:28:04.938.863,18f190a0,00 00 00 00 00 00 00 00
2026-04-24 15:28:04.939.443,181,00 01 00 2a 57 19 00 00
2026-04-24 15:28:04.939.924,182,01 00 98 00 1a 00 80 00
2026-04-24 15:28:04.940.408,183,00 00 4a 00 47 00 56 00
2026-04-24 15:28:04.940.896,184,19 00 20 03 6c 01 00 00
2026-04-24 15:28:04.941.384,185,02 02 00 00 00 02 5f 19
2026-04-24 15:28:04.941.868,186,00 00 00 00 02 00 00 00
2026-04-24 15:28:04.965.019,2,00 01 00 00 00 00 80 33
2026-04-24 15:28:05.000.282,18d,00 00 00 00 00 00 01 00
2026-04-24 15:28:05.032.204,18d,00 00 00 00 00 00 00 00
2026-04-24 15:28:05.036.768,1b1,60 27 58 12 f0
2026-04-24 15:28:05.053.019,2,00 01 00 00 00 00 80 34
2026-04-24 15:28:05.132.195,18d,00 00 00 00 00 00 01 00
2026-04-24 15:28:05.136.763,731,05
2026-04-24 15:28:05.136.995,1b1,60 27 5c 12 f0
2026-04-24 15:28:05.141.014,2,00 01 00 00 00 00 80 34
2026-04-24 15:28:05.229.012,2,00 01 00 00 00 00 80 35
2026-04-24 15:28:05.232.188,18d,00 00 00 00 00 00 00 00
2026-04-24 15:28:05.236.772,1b1,60 27 5d 12 f0
2026-04-24 15:28:05.317.009,2,00 01 00 00 00 00 80 35
2026-04-24 15:28:05.336.786,1b1,60 27 59 12 f0
2026-04-24 15:28:05.400.234,18d,00 00 00 00 00 00 01 00
2026-04-24 15:28:05.405.006,2,00 01 00 00 00 00 80 35
2026-04-24 15:28:05.433.386,18f181a0,00 01 00 2a 57 19 00 00
2026-04-24 15:28:05.433.954,18f182a0,01 00 1a 00 98 00 80 00
2026-04-24 15:28:05.434.531,18f183a0,c4 09 00 00 20 03 70 01
2026-04-24 15:28:05.435.095,18f184a0,00 00 22 00 1f 00 2e 00
2026-04-24 15:28:05.435.667,18f185a0,21 0a 00 00 20 1c 00 00
2026-04-24 15:28:05.436.235,18f186a0,02 02 01 01 01 00 5f 19
2026-04-24 15:28:05.436.795,1b1,60 27 59 12 f0
2026-04-24 15:28:05.437.147,18d,00 00 00 00 00 00 00 00
2026-04-24 15:28:05.437.643,18f188a0,02 02 00 00 00 02 01 02
2026-04-24 15:28:05.438.212,18f189a0,00 00 00 00 00 03 15 00
2026-04-24 15:28:05.438.780,18f190a0,00 00 00 00 00 00 00 00
2026-04-24 15:28:05.439.361,11d,01 03 00 00 00 01 84 0a
2026-04-24 15:28:05.493.003,2,00 01 00 00 00 00 80 36
2026-04-24 15:28:05.536.720,18d,00 00 00 00 00 00 01 00
2026-04-24 15:28:05.537.216,1b1,60 27 59 12 f0
2026-04-24 15:28:05.581.003,2,00 01 00 00 00 00 80 36
2026-04-24 15:28:05.636.712,18d,00 00 00 00 00 00 00 00
2026-04-24 15:28:05.637.208,1b1,60 27 59 12 f0
2026-04-24 15:28:05.637.560,731,05
2026-04-24 15:28:05.668.999,2,00 01 00 00 00 00 80 37
2026-04-24 15:28:05.736.808,1b1,60 27 59 12 f0
2026-04-24 15:28:05.756.995,2,00 01 00 00 00 00 80 37
2026-04-24 15:28:05.804.685,18d,00 00 00 00 00 00 01 00
2026-04-24 15:28:05.832.156,18d,00 00 00 00 00 00 00 00
2026-04-24 15:28:05.836.827,1b1,60 27 5c 12 f0
2026-04-24 15:28:05.844.991,2,00 01 00 00 00 00 80 38
2026-04-24 15:28:05.932.988,2,00 01 00 00 00 00 80 38
2026-04-24 15:28:05.933.481,18f181a0,00 01 00 2a 57 19 00 00
2026-04-24 15:28:05.934.049,18f182a0,01 00 1a 00 98 00 80 00
2026-04-24 15:28:05.934.626,18f183a0,c4 09 00 00 20 03 70 01
2026-04-24 15:28:05.935.190,18f184a0,00 00 22 00 1f 00 2e 00
2026-04-24 15:28:05.935.763,18f185a0,21 0a 00 00 20 1c 00 00
2026-04-24 15:28:05.936.331,18f186a0,02 02 01 01 01 00 5f 19
