时间标识,帧ID,数据
2026-04-29 08:58:25.719.897,18f189a0,00 00 00 00 00 01 16 00
2026-04-29 08:58:26.215.393,18f181a0,00 04 00 2b 58 19 00 00
2026-04-29 08:58:26.215.961,18f182a0,9f 00 2f 00 a2 00 81 00
2026-04-29 08:58:26.216.521,18f183a0,60 09 06 00 02 06 d4 01
2026-04-29 08:58:26.217.086,18f184a0,14 00 21 00 28 00 37 00
2026-04-29 08:58:26.217.646,18f185a0,63 0e 00 00 30 2a 00 00
2026-04-29 08:58:26.218.202,18f186a0,02 01 01 01 01 00 5f 19
2026-04-29 08:58:26.219.895,18f189a0,00 00 00 00 00 00 16 00
2026-04-29 08:58:26.715.385,18f181a0,00 04 00 2b 58 19 00 00
2026-04-29 08:58:26.715.953,18f182a0,9f 00 31 00 a2 00 81 00
2026-04-29 08:58:26.716.514,18f183a0,60 09 06 00 07 06 d4 01
2026-04-29 08:58:26.717.078,18f184a0,14 00 21 00 28 00 37 00
2026-04-29 08:58:26.717.638,18f185a0,63 0e 00 00 30 2a 00 00
2026-04-29 08:58:26.718.194,18f186a0,02 01 01 01 01 00 5f 19
2026-04-29 08:58:26.719.887,18f189a0,00 00 00 00 00 00 16 00
2026-04-29 08:58:27.215.377,18f181a0,00 04 00 2b 58 19 00 00
2026-04-29 08:58:27.215.945,18f182a0,9f 00 30 00 a2 00 81 00
2026-04-29 08:58:27.216.514,18f183a0,60 09 06 00 09 06 d4 01
2026-04-29 08:58:27.217.070,18f184a0,14 00 21 00 28 00 37 00
2026-04-29 08:58:27.217.630,18f185a0,63 0e 00 00 30 2a 00 00
2026-04-29 08:58:27.218.186,18f186a0,02 01 01 01 01 00 5f 19
2026-04-29 08:58:27.219.879,18f189a0,00 00 00 00 00 00 16 00
2026-04-29 08:58:27.715.371,18f181a0,00 04 00 2b 58 19 00 00
2026-04-29 08:58:27.715.939,18f182a0,9f 00 2f 00 a2 00 81 00
2026-04-29 08:58:27.716.500,18f183a0,60 09 06 00 03 06 d0 01
2026-04-29 08:58:27.717.064,18f184a0,14 00 21 00 28 00 37 00
2026-04-29 08:58:27.717.624,18f185a0,64 0e 00 00 30 2a 00 00
2026-04-29 08:58:27.718.685,18f186a0,02 01 01 01 01 00 5f 19
2026-04-29 08:58:27.720.377,18f189a0,00 00 00 00 00 00 16 00
2026-04-29 08:58:28.215.364,18f181a0,00 04 00 2b 58 19 00 00
2026-04-29 08:58:28.215.932,18f182a0,9f 00 30 00 a2 00 81 00
2026-04-29 08:58:28.216.500,18f183a0,60 09 06 00 01 06 d4 01
2026-04-29 08:58:28.217.068,18f184a0,14 00 21 00 28 00 37 00
2026-04-29 08:58:28.217.628,18f185a0,64 0e 00 00 30 2a 00 00
2026-04-29 08:58:28.218.192,18f186a0,02 01 01 01 01 00 5f 19
2026-04-29 08:58:28.219.885,18f189a0,00 00 00 00 00 00 16 00
2026-04-29 08:58:28.715.353,18f181a0,00 04 00 2b 58 19 00 00
2026-04-29 08:58:28.715.922,18f182a0,9f 00 31 00 a2 00 81 00
2026-04-29 08:58:28.716.482,18f183a0,60 09 06 00 04 06 d4 01
2026-04-29 08:58:28.717.038,18f184a0,14 00 21 00 28 00 37 00
2026-04-29 08:58:28.717.598,18f185a0,64 0e 00 00 30 2a 00 00
2026-04-29 08:58:28.718.163,18f186a0,02 01 01 01 01 00 5f 19
2026-04-29 08:58:28.719.855,18f189a0,00 00 00 00 00 00 16 00
2026-04-29 08:58:29.215.349,18f181a0,00 04 00 2b 58 19 00 00
2026-04-29 08:58:29.215.918,18f182a0,9f 00 30 00 a2 00 81 00
2026-04-29 08:58:29.216.486,18f183a0,60 09 06 00 06 06 d4 01
2026-04-29 08:58:29.217.042,18f184a0,16 00 21 00 28 00 37 00
2026-04-29 08:58:29.217.606,18f185a0,65 0e 00 00 30 2a 00 00
2026-04-29 08:58:29.218.163,18f186a0,02 01 01 01 01 00 5f 19
2026-04-29 08:58:29.219.855,18f189a0,00 00 00 00 00 00 16 00
2026-04-29 08:58:29.715.338,18f181a0,00 04 00 2b 58 19 00 00
2026-04-29 08:58:29.715.907,18f182a0,9f 00 30 00 a2 00 81 00
2026-04-29 08:58:29.716.475,18f183a0,60 09 06 00 02 06 d4 01
2026-04-29 08:58:29.717.039,18f184a0,14 00 21 00 28 00 37 00
2026-04-29 08:58:29.717.599,18f185a0,65 0e 00 00 30 2a 00 00
2026-04-29 08:58:29.718.155,18f186a0,02 01 01 01 01 00 5f 19
2026-04-29 08:58:29.719.848,18f189a0,00 00 00 00 00 00 16 00
2026-04-29 08:58:30.215.333,18f181a0,00 04 00 2b 58 19 00 00
2026-04-29 08:58:30.215.902,18f182a0,9f 00 30 00 a2 00 81 00
2026-04-29 08:58:30.216.470,18f183a0,60 09 06 00 07 06 d4 01
2026-04-29 08:58:30.217.034,18f184a0,14 00 21 00 28 00 37 00
2026-04-29 08:58:30.217.595,18f185a0,65 0e 00 00 30 2a 00 00
2026-04-29 08:58:30.218.151,18f186a0,02 01 01 01 01 00 5f 19
2026-04-29 08:58:30.219.843,18f189a0,00 00 00 00 00 00 16 00
2026-04-29 08:58:30.715.324,18f181a0,00 04 00 2b 58 19 00 00
2026-04-29 08:58:30.715.893,18f182a0,9f 00 2f 00 a2 00 81 00
2026-04-29 08:58:30.716.453,18f183a0,60 09 06 00 08 06 d0 01
2026-04-29 08:58:30.717.013,18f184a0,16 00 22 00 29 00 37 00
2026-04-29 08:58:30.717.573,18f185a0,66 0e 00 00 30 2a 00 00
2026-04-29 08:58:30.718.133,18f186a0,02 01 01 01 01 00 5f 19
2026-04-29 08:58:30.719.826,18f189a0,00 00 00 00 00 00 16 00
2026-04-29 08:58:31.215.318,18f181a0,00 04 00 2b 58 19 00 00
2026-04-29 08:58:31.215.887,18f182a0,9f 00 2f 00 a2 00 81 00
2026-04-29 08:58:31.216.447,18f183a0,60 09 06 00 05 06 d4 01
2026-04-29 08:58:31.217.003,18f184a0,16 00 22 00 29 00 37 00
2026-04-29 08:58:31.217.563,18f185a0,66 0e 00 00 30 2a 00 00
2026-04-29 08:58:31.218.123,18f186a0,02 01 01 01 01 00 5f 19
2026-04-29 08:58:31.219.816,18f189a0,00 00 00 00 00 00 16 00
2026-04-29 08:58:31.715.309,18f181a0,00 04 00 2b 58 19 00 00
2026-04-29 08:58:31.715.877,18f182a0,9f 00 35 00 a2 00 81 00
2026-04-29 08:58:31.716.437,18f183a0,60 09 06 00 40 06 d4 01
2026-04-29 08:58:31.716.997,18f184a0,14 00 21 00 28 00 36 00
2026-04-29 08:58:31.717.561,18f185a0,66 0e 00 00 30 2a 00 00
2026-04-29 08:58:31.718.121,18f186a0,02 01 01 01 01 00 5f 19
2026-04-29 08:58:31.719.814,18f189a0,00 00 00 00 00 00 16 00
2026-04-29 08:58:32.215.300,18f181a0,00 04 00 2b 59 19 00 00
2026-04-29 08:58:32.215.864,18f182a0,9f 00 3d 00 a1 00 81 00
2026-04-29 08:58:32.216.429,18f183a0,60 09 07 00 ae 06 d8 01
2026-04-29 08:58:32.216.985,18f184a0,16 00 21 00 28 00 36 00
2026-04-29 08:58:32.217.545,18f185a0,66 0e 00 00 30 2a 00 00
2026-04-29 08:58:32.218.105,18f186a0,02 01 01 01 01 00 5f 19
2026-04-29 08:58:32.219.798,18f189a0,00 00 00 00 00 00 16 00
2026-04-29 08:58:32.715.295,18f181a0,00 04 00 2b 59 1a 00 00
2026-04-29 08:58:32.715.859,18f182a0,9f 00 43 00 a1 00 81 00
2026-04-29 08:58:32.716.427,18f183a0,60 09 0a 00 15 07 dc 01
2026-04-29 08:58:32.716.987,18f184a0,1a 00 22 00 29 00 36 00
2026-04-29 08:58:32.717.547,18f185a0,67 0e 00 00 30 2a 00 00
2026-04-29 08:58:32.718.104,18f186a0,02 01 01 01 01 00 5f 19
2026-04-29 08:58:32.719.796,18f189a0,00 00 00 00 00 00 16 00
2026-04-29 08:58:33.215.287,18f181a0,00 04 00 2b 58 1a 00 00
2026-04-29 08:58:33.215.856,18f182a0,9e 00 43 00 a1 00 82 00
2026-04-29 08:58:33.216.412,18f183a0,60 09 0c 00 34 07 e4 01
2026-04-29 08:58:33.216.968,18f184a0,22 00 22 00 29 00 36 00
2026-04-29 08:58:33.217.529,18f185a0,67 0e 00 00 30 2a 00 00
2026-04-29 08:58:33.218.085,18f186a0,02 01 01 01 01 00 5f 19
2026-04-29 08:58:33.219.778,18f189a0,00 00 00 00 00 00 16 00
2026-04-29 08:58:33.715.280,18f181a0,00 04 00 2b 58 1a 00 00
2026-04-29 08:58:33.715.847,18f182a0,9e 00 44 00 a1 00 81 00
2026-04-29 08:58:33.716.415,18f183a0,60 09 0c 00 41 07 e4 01
2026-04-29 08:58:33.716.975,18f184a0,2c 00 21 00 28 00 36 00
2026-04-29 08:58:33.717.539,18f185a0,68 0e 00 00 30 2a 00 00
2026-04-29 08:58:33.718.100,18f186a0,02 01 01 01 01 00 5f 19
2026-04-29 08:58:33.719.793,18f189a0,00 00 00 00 00 00 16 00
2026-04-29 08:58:34.215.270,18f181a0,00 04 00 2b 59 1a 00 00
2026-04-29 08:58:34.215.834,18f182a0,9e 00 44 00 a1 00 81 00
2026-04-29 08:58:34.216.402,18f183a0,60 09 0d 00 45 07 e4 01
2026-04-29 08:58:34.216.959,18f184a0,32 00 21 00 28 00 36 00
2026-04-29 08:58:34.217.523,18f185a0,68 0e 00 00 30 2a 00 00
2026-04-29 08:58:34.218.083,18f186a0,02 01 01 01 01 00 5f 19
2026-04-29 08:58:34.219.776,18f189a0,00 00 00 00 00 00 16 00
2026-04-29 08:58:34.715.264,18f181a0,00 04 00 2b 59 19 00 00
2026-04-29 08:58:34.715.828,18f182a0,9e 00 45 00 a1 00 82 00
2026-04-29 08:58:34.716.388,18f183a0,60 09 0e 00 4b 07 e4 01
2026-04-29 08:58:34.716.944,18f184a0,36 00 22 00 29 00 36 00
2026-04-29 08:58:34.717.508,18f185a0,69 0e 00 00 30 2a 00 00
2026-04-29 08:58:34.718.068,18f186a0,02 01 01 01 01 00 5f 19
2026-04-29 08:58:34.719.761,18f189a0,00 00 00 00 00 00 16 00
2026-04-29 08:58:35.215.255,18f181a0,00 04 00 2b 59 1a 00 00
2026-04-29 08:58:35.215.819,18f182a0,9e 00 45 00 a1 00 81 00
2026-04-29 08:58:35.216.379,18f183a0,60 09 0e 00 48 07 e4 01
2026-04-29 08:58:35.216.936,18f184a0,3a 00 22 00 29 00 36 00
2026-04-29 08:58:35.217.504,18f185a0,6a 0e 00 00 30 2a 00 00
2026-04-29 08:58:35.218.064,18f186a0,02 01 01 01 01 00 5f 19
2026-04-29 08:58:35.219.757,18f189a0,00 00 00 00 00 00 16 00
2026-04-29 08:58:35.715.247,18f181a0,00 04 00 2b 58 1a 00 00
2026-04-29 08:58:35.715.815,18f182a0,9e 00 45 00 a1 00 81 00
2026-04-29 08:58:35.716.375,18f183a0,60 09 0f 00 51 07 e4 01
2026-04-29 08:58:35.716.928,18f184a0,3e 00 22 00 28 00 36 00
2026-04-29 08:58:35.717.496,18f185a0,6b 0e 00 00 30 2a 00 00
2026-04-29 08:58:35.718.056,18f186a0,02 01 01 01 01 00 5f 19
2026-04-29 08:58:35.719.749,18f189a0,00 00 00 00 00 00 16 00
2026-04-29 08:58:36.215.240,18f181a0,00 04 00 2b 59 19 00 00
2026-04-29 08:58:36.215.805,18f182a0,9e 00 45 00 a1 00 81 00
2026-04-29 08:58:36.216.365,18f183a0,60 09 0f 00 4b 07 e0 01
2026-04-29 08:58:36.216.925,18f184a0,40 00 22 00 28 00 36 00
2026-04-29 08:58:36.217.490,18f185a0,6b 0e 00 00 30 2a 00 00
2026-04-29 08:58:36.218.050,18f186a0,02 01 01 01 01 00 5f 19
2026-04-29 08:58:36.219.743,18f189a0,00 00 00 00 00 00 16 00
2026-04-29 08:58:36.715.235,18f181a0,00 04 00 2b 5f 1a 00 00
2026-04-29 08:58:36.715.808,18f182a0,9e 00 42 00 a1 00 81 00
2026-04-29 08:58:36.716.364,18f183a0,60 09 0f 00 2c 07 e4 01
2026-04-29 08:58:36.716.920,18f184a0,40 00 21 00 28 00 36 00
2026-04-29 08:58:36.717.484,18f185a0,6c 0e 00 00 30 2a 00 00
2026-04-29 08:58:36.718.048,18f186a0,02 01 01 01 01 00 5f 19
2026-04-29 08:58:36.719.741,18f189a0,00 00 00 00 00 00 16 00
2026-04-29 08:58:37.215.225,18f181a0,00 04 00 2b 58 19 00 00
2026-04-29 08:58:37.215.793,18f182a0,9e 00 3a 00 a1 00 81 00
2026-04-29 08:58:37.216.353,18f183a0,60 09 0f 00 e3 06 e0 01
2026-04-29 08:58:37.216.910,18f184a0,40 00 21 00 28 00 36 00
2026-04-29 08:58:37.217.474,18f185a0,6d 0e 00 00 30 2a 00 00
2026-04-29 08:58:37.218.030,18f186a0,02 01 01 01 01 00 5f 19
2026-04-29 08:58:37.219.723,18f189a0,00 00 00 00 00 00 16 00
2026-04-29 08:58:37.715.220,18f181a0,00 04 00 2b 58 19 00 00
2026-04-29 08:58:37.715.788,18f182a0,9e 00 30 00 a1 00 81 00
2026-04-29 08:58:37.716.352,18f183a0,60 09 0e 00 8f 06 e0 01
2026-04-29 08:58:37.716.904,18f184a0,36 00 21 00 28 00 36 00
2026-04-29 08:58:37.717.468,18f185a0,6e 0e 00 00 30 2a 00 00
2026-04-29 08:58:37.718.028,18f186a0,02 01 01 01 01 00 5f 1e
2026-04-29 08:58:37.719.721,18f189a0,00 00 00 00 00 00 16 00
2026-04-29 08:58:38.215.210,18f181a0,00 04 00 2b 58 19 00 00
2026-04-29 08:58:38.215.778,18f182a0,9e 00 32 00 a0 00 81 00
2026-04-29 08:58:38.216.342,18f183a0,60 09 0b 00 7c 06 dc 01
2026-04-29 08:58:38.216.894,18f184a0,2a 00 21 00 28 00 36 00
2026-04-29 08:58:38.217.454,18f185a0,6e 0e 00 00 30 2a 00 00
2026-04-29 08:58:38.218.015,18f186a0,02 01 01 01 01 00 5f 19
2026-04-29 08:58:38.219.707,18f189a0,00 00 00 00 00 00 16 00
2026-04-29 08:58:38.715.204,18f181a0,00 04 00 2b 58 19 00 00
2026-04-29 08:58:38.715.772,18f182a0,9e 00 33 00 a0 00 81 00
2026-04-29 08:58:38.716.336,18f183a0,60 09 0a 00 79 06 d8 01
2026-04-29 08:58:38.716.897,18f184a0,24 00 21 00 28 00 36 00
2026-04-29 08:58:38.717.465,18f185a0,6f 0e 00 00 30 2a 00 00
2026-04-29 08:58:38.718.513,18f186a0,02 01 01 01 01 00 5f 19
2026-04-29 08:58:38.720.698,18f189a0,00 00 00 00 00 00 16 00
2026-04-29 08:58:39.215.196,18f181a0,00 04 00 2b 59 19 00 00
2026-04-29 08:58:39.215.760,18f182a0,9e 00 33 00 a0 00 81 00
2026-04-29 08:58:39.216.324,18f183a0,60 09 09 00 78 06 d8 01
2026-04-29 08:58:39.216.876,18f184a0,20 00 21 00 28 00 36 00
2026-04-29 08:58:39.217.444,18f185a0,6f 0e 00 00 30 2a 00 00
2026-04-29 08:58:39.218.001,18f186a0,02 01 01 01 01 00 5f 19
2026-04-29 08:58:39.219.694,18f189a0,00 00 00 00 00 00 16 00
2026-04-29 08:58:39.715.190,18f181a0,00 04 00 2b 58 19 00 00
2026-04-29 08:58:39.715.758,18f182a0,9e 00 33 00 a0 00 81 00
2026-04-29 08:58:39.716.322,18f183a0,60 09 09 00 75 06 d8 01
2026-04-29 08:58:39.716.878,18f184a0,1e 00 21 00 28 00 36 00
2026-04-29 08:58:39.717.447,18f185a0,70 0e 00 00 30 2a 00 00
2026-04-29 08:58:39.718.007,18f186a0,02 01 01 01 01 00 5f 19
2026-04-29 08:58:39.719.699,18f189a0,00 00 00 00 00 00 16 00
2026-04-29 08:58:40.215.179,18f181a0,00 04 00 2b 58 19 00 00
2026-04-29 08:58:40.215.747,18f182a0,9e 00 34 00 a0 00 82 00
2026-04-29 08:58:40.216.311,18f183a0,60 09 09 00 70 06 d8 01
2026-04-29 08:58:40.216.863,18f184a0,1e 00 21 00 28 00 36 00
2026-04-29 08:58:40.217.431,18f185a0,70 0e 00 00 30 2a 00 00
2026-04-29 08:58:40.217.991,18f186a0,02 01 01 01 01 00 5f 19
2026-04-29 08:58:40.219.684,18f189a0,00 00 00 00 00 00 16 00
2026-04-29 08:58:40.715.174,18f181a0,00 04 00 2b 58 19 00 00
2026-04-29 08:58:40.715.742,18f182a0,9e 00 33 00 a0 00 81 00
2026-04-29 08:58:40.716.306,18f183a0,60 09 09 00 71 06 d8 01
2026-04-29 08:58:40.716.858,18f184a0,1c 00 21 00 28 00 36 00
2026-04-29 08:58:40.717.423,18f185a0,71 0e 00 00 30 2a 00 00
2026-04-29 08:58:40.717.983,18f186a0,02 01 01 01 01 00 5f 19
2026-04-29 08:58:40.719.676,18f189a0,00 00 00 00 00 00 16 00
2026-04-29 08:58:41.215.164,18f181a0,00 04 00 2b 58 19 00 00
2026-04-29 08:58:41.215.732,18f182a0,9e 00 33 00 a0 00 81 00
2026-04-29 08:58:41.216.296,18f183a0,60 09 09 00 70 06 d8 01
2026-04-29 08:58:41.216.849,18f184a0,1c 00 21 00 28 00 36 00
2026-04-29 08:58:41.217.413,18f185a0,71 0e 00 00 30 2a 00 00
2026-04-29 08:58:41.217.973,18f186a0,02 01 01 01 01 00 5f 19
2026-04-29 08:58:41.219.666,18f189a0,00 00 00 00 00 00 16 00
2026-04-29 08:58:41.715.156,18f181a0,00 04 00 2b 58 19 00 00
2026-04-29 08:58:41.715.724,18f182a0,9d 00 2f 00 a0 00 81 00
2026-04-29 08:58:41.716.289,18f183a0,60 09 09 00 4a 06 d8 01
2026-04-29 08:58:41.716.845,18f184a0,1c 00 21 00 28 00 36 00
2026-04-29 08:58:41.717.409,18f185a0,72 0e 00 00 30 2a 00 00
2026-04-29 08:58:41.717.969,18f186a0,02 01 01 01 01 00 5f 19
2026-04-29 08:58:41.719.662,18f189a0,00 00 00 00 00 00 16 00
2026-04-29 08:58:42.215.150,18f181a0,00 04 00 2b 58 19 00 00
2026-04-29 08:58:42.215.719,18f182a0,9d 00 2d 00 a0 00 81 00
2026-04-29 08:58:42.216.279,18f183a0,60 09 08 00 13 06 d8 01
2026-04-29 08:58:42.216.835,18f184a0,1c 00 21 00 28 00 36 00
2026-04-29 08:58:42.217.399,18f185a0,72 0e 00 00 30 2a 00 00
2026-04-29 08:58:42.217.960,18f186a0,02 01 01 01 01 00 5f 19
2026-04-29 08:58:42.219.652,18f189a0,00 00 00 00 00 00 16 00
2026-04-29 08:58:42.715.144,18f181a0,00 04 00 2b 58 19 00 00
2026-04-29 08:58:42.715.712,18f182a0,9d 00 2f 00 a0 00 81 00
2026-04-29 08:58:42.716.277,18f183a0,60 09 07 00 0b 06 d0 01
2026-04-29 08:58:42.716.837,18f184a0,18 00 21 00 28 00 36 00
2026-04-29 08:58:42.717.402,18f185a0,72 0e 00 00 30 2a 00 00
2026-04-29 08:58:42.717.962,18f186a0,02 01 01 01 01 00 5f 19
2026-04-29 08:58:42.719.654,18f189a0,00 00 00 00 00 00 16 00
2026-04-29 08:58:43.215.136,18f181a0,00 04 00 2b 58 19 00 00
2026-04-29 08:58:43.215.704,18f182a0,9d 00 2e 00 a0 00 81 00
2026-04-29 08:58:43.216.273,18f183a0,60 09 07 00 07 06 d0 01
2026-04-29 08:58:43.216.837,18f184a0,18 00 21 00 28 00 36 00
2026-04-29 08:58:43.217.401,18f185a0,73 0e 00 00 30 2a 00 00
2026-04-29 08:58:43.217.957,18f186a0,02 01 01 01 01 00 5f 19
2026-04-29 08:58:43.219.650,18f189a0,00 00 00 00 00 00 16 00
2026-04-29 08:58:43.715.126,18f181a0,00 04 00 2b 58 19 00 00
2026-04-29 08:58:43.715.694,18f182a0,9d 00 2d 00 a0 00 81 00
2026-04-29 08:58:43.716.255,18f183a0,60 09 07 00 e3 05 d4 01
2026-04-29 08:58:43.716.807,18f184a0,16 00 21 00 28 00 36 00
2026-04-29 08:58:43.717.367,18f185a0,73 0e 00 00 30 2a 00 00
2026-04-29 08:58:43.717.924,18f186a0,02 01 01 01 01 00 5f 19
2026-04-29 08:58:43.719.616,18f189a0,00 00 00 00 00 00 16 00
2026-04-29 08:58:44.215.119,18f181a0,00 04 00 2b 58 19 00 00
2026-04-29 08:58:44.215.688,18f182a0,9d 00 2b 00 a0 00 81 00
2026-04-29 08:58:44.216.248,18f183a0,60 09 06 00 ac 05 d0 01
2026-04-29 08:58:44.216.804,18f184a0,16 00 21 00 28 00 36 00
2026-04-29 08:58:44.217.364,18f185a0,73 0e 00 00 30 2a 00 00
2026-04-29 08:58:44.217.920,18f186a0,02 01 01 01 01 00 5f 19
2026-04-29 08:58:44.219.612,18f189a0,00 00 00 00 00 00 16 00
2026-04-29 08:58:44.715.114,18f181a0,00 04 00 2b 59 19 00 00
2026-04-29 08:58:44.715.678,18f182a0,9d 00 2d 00 a0 00 81 00
2026-04-29 08:58:44.716.239,18f183a0,60 09 05 00 9f 05 cc 01
2026-04-29 08:58:44.716.795,18f184a0,12 00 21 00 28 00 36 00
2026-04-29 08:58:44.717.359,18f185a0,74 0e 00 00 30 2a 00 00
2026-04-29 08:58:44.717.923,18f186a0,02 01 01 01 01 00 5f 19
2026-04-29 08:58:44.719.617,18f189a0,00 00 00 00 00 00 16 00
2026-04-29 08:58:45.215.104,18f181a0,00 04 00 2b 58 19 00 00
2026-04-29 08:58:45.215.673,18f182a0,9d 00 2c 00 a0 00 81 00
2026-04-29 08:58:45.216.245,18f183a0,60 09 05 00 9e 05 cc 01
2026-04-29 08:58:45.216.797,18f184a0,10 00 21 00 28 00 36 00
2026-04-29 08:58:45.217.362,18f185a0,74 0e 00 00 30 2a 00 00
2026-04-29 08:58:45.217.926,18f186a0,02 01 01 01 01 00 5f 19
2026-04-29 08:58:45.219.618,18f189a0,00 00 00 00 00 00 16 00
2026-04-29 08:58:45.715.097,18f181a0,00 04 00 2b 59 19 00 00
2026-04-29 08:58:45.715.662,18f182a0,9d 00 2c 00 a0 00 81 00
2026-04-29 08:58:45.716.234,18f183a0,60 09 05 00 9b 05 cc 01
2026-04-29 08:58:45.716.786,18f184a0,10 00 21 00 28 00 36 00
2026-04-29 08:58:45.717.350,18f185a0,74 0e 00 00 30 2a 00 00
2026-04-29 08:58:45.717.914,18f186a0,02 01 01 01 01 00 5f 19
2026-04-29 08:58:45.719.607,18f189a0,00 00 00 00 00 00 16 00
2026-04-29 08:58:46.215.091,18f181a0,00 04 00 2b 58 19 00 00
2026-04-29 08:58:46.215.659,18f182a0,9d 00 2c 00 a0 00 81 00
2026-04-29 08:58:46.216.231,18f183a0,60 09 04 00 96 05 cc 01
2026-04-29 08:58:46.216.791,18f184a0,0e 00 21 00 28 00 36 00
2026-04-29 08:58:46.217.356,18f185a0,74 0e 00 00 30 2a 00 00
2026-04-29 08:58:46.217.920,18f186a0,02 01 01 01 01 00 5f 19
2026-04-29 08:58:46.219.613,18f189a0,00 00 00 00 00 00 16 00
2026-04-29 08:58:46.715.082,18f181a0,00 04 00 2b 58 19 00 00
2026-04-29 08:58:46.715.650,18f182a0,9d 00 2d 00 9f 00 81 00
2026-04-29 08:58:46.716.211,18f183a0,60 09 04 00 94 05 cc 01
2026-04-29 08:58:46.716.767,18f184a0,0e 00 21 00 28 00 36 00
2026-04-29 08:58:46.717.331,18f185a0,75 0e 00 00 30 2a 00 00
2026-04-29 08:58:46.717.888,18f186a0,02 01 01 01 01 00 5f 19
2026-04-29 08:58:46.719.580,18f189a0,00 00 00 00 00 00 16 00
2026-04-29 08:58:47.215.076,18f181a0,00 04 00 2b 58 19 00 00
2026-04-29 08:58:47.215.644,18f182a0,9d 00 2d 00 9f 00 81 00
2026-04-29 08:58:47.216.204,18f183a0,60 09 04 00 95 05 cc 01
2026-04-29 08:58:47.216.760,18f184a0,0e 00 21 00 28 00 36 00
2026-04-29 08:58:47.217.324,18f185a0,75 0e 00 00 30 2a 00 00
2026-04-29 08:58:47.217.880,18f186a0,02 01 01 01 01 00 5f 19
2026-04-29 08:58:47.219.573,18f189a0,00 00 00 00 00 00 16 00
2026-04-29 08:58:47.715.066,18f181a0,00 04 00 2b 58 19 00 00
2026-04-29 08:58:47.715.634,18f182a0,9d 00 2d 00 9f 00 81 00
2026-04-29 08:58:47.716.194,18f183a0,60 09 04 00 92 05 cc 01
2026-04-29 08:58:47.716.750,18f184a0,0e 00 21 00 28 00 36 00
2026-04-29 08:58:47.717.314,18f185a0,75 0e 00 00 30 2a 00 00
2026-04-29 08:58:47.717.870,18f186a0,02 01 01 01 01 00 5f 19
2026-04-29 08:58:47.719.563,18f189a0,00 00 00 00 00 00 16 00
2026-04-29 08:58:48.225.055,18f181a0,00 04 00 2b 58 19 00 00
2026-04-29 08:58:48.225.623,18f182a0,9d 00 2d 00 9f 00 81 00
2026-04-29 08:58:48.226.183,18f183a0,60 09 04 00 97 05 cc 01
2026-04-29 08:58:48.226.744,18f184a0,0c 00 21 00 28 00 36 00
2026-04-29 08:58:48.227.304,18f185a0,75 0e 00 00 30 2a 00 00
2026-04-29 08:58:48.227.861,18f186a0,02 01 01 01 01 00 5f 19
2026-04-29 08:58:48.229.553,18f189a0,00 00 00 00 00 00 16 00
2026-04-29 08:58:48.725.048,18f181a0,00 04 00 2b 58 19 00 00
2026-04-29 08:58:48.725.616,18f182a0,9d 00 2c 00 9f 00 80 00
2026-04-29 08:58:48.726.184,18f183a0,60 09 04 00 98 05 cc 01
2026-04-29 08:58:48.726.740,18f184a0,0e 00 21 00 28 00 36 00
2026-04-29 08:58:48.727.304,18f185a0,75 0e 00 00 30 2a 00 00
2026-04-29 08:58:48.727.860,18f186a0,02 01 01 01 01 00 5f 19
2026-04-29 08:58:48.729.553,18f189a0,00 00 00 00 00 00 16 00
2026-04-29 08:58:49.225.040,18f181a0,00 04 00 2b 58 19 00 00
2026-04-29 08:58:49.225.608,18f182a0,9d 00 2c 00 9f 00 82 00
2026-04-29 08:58:49.226.176,18f183a0,60 09 04 00 9b 05 cc 01
2026-04-29 08:58:49.226.736,18f184a0,0e 00 21 00 28 00 36 00
2026-04-29 08:58:49.227.300,18f185a0,76 0e 00 00 30 2a 00 00
2026-04-29 08:58:49.227.868,18f186a0,02 01 01 01 01 00 5f 19
2026-04-29 08:58:49.229.561,18f189a0,00 00 00 00 00 00 16 00
2026-04-29 08:58:49.725.033,18f181a0,00 04 00 2b 58 19 00 00
2026-04-29 08:58:49.725.601,18f182a0,9d 00 2c 00 9f 00 81 00
2026-04-29 08:58:49.726.170,18f183a0,60 09 04 00 96 05 cc 01
2026-04-29 08:58:49.726.730,18f184a0,0e 00 21 00 28 00 36 00
2026-04-29 08:58:49.727.294,18f185a0,76 0e 00 00 30 2a 00 00
2026-04-29 08:58:49.727.863,18f186a0,02 01 01 01 01 00 5f 19
2026-04-29 08:58:49.729.555,18f189a0,00 00 00 00 00 00 16 00
2026-04-29 08:58:50.225.023,18f181a0,00 04 00 2c 58 19 00 00
2026-04-29 08:58:50.225.595,18f182a0,9d 00 2d 00 9f 00 81 00
2026-04-29 08:58:50.226.156,18f183a0,60 09 04 00 95 05 cc 01
2026-04-29 08:58:50.226.712,18f184a0,0e 00 21 00 28 00 36 00
2026-04-29 08:58:50.227.276,18f185a0,76 0e 00 00 30 2a 00 00
2026-04-29 08:58:50.227.844,18f186a0,02 01 01 01 01 00 5f 19
2026-04-29 08:58:50.229.537,18f189a0,00 00 00 00 00 00 16 00
2026-04-29 08:58:50.725.016,18f181a0,00 04 00 2c 58 19 00 00
2026-04-29 08:58:50.725.588,18f182a0,9c 00 2d 00 9f 00 81 00
2026-04-29 08:58:50.726.148,18f183a0,60 09 04 00 94 05 cc 01
